target,opinion,sentiment,reviewID,item
colour scheme,amazing,POS,3739,Mighty Dinosaurs
feet,amazing,POS,3739,Mighty Dinosaurs
price,amazing,POS,3740,Mighty Dinosaurs
capabilities,amazing,POS,3740,Mighty Dinosaurs
toy,amazing,POS,3829,Super Robot
look,amazing,POS,3833,Colosseum
details,amazing,POS,3834,Colosseum
set,amazing,POS,3835,Colosseum
looks,amazing,POS,3835,Colosseum
set,amazing,POS,3840,Colosseum
looks,amazing,POS,3846,Colosseum
set,amazing,POS,3851,Colosseum
pieces,amazing,POS,3858,Colosseum
technical isometric illustrations,amazing,POS,3858,Colosseum
set,amazing,POS,3865,Colosseum
detail,amazing,POS,3878,Colosseum
lego set,amazing,POS,3896,Colosseum
construction,amazing,POS,3901,Colosseum
set,amazing,POS,3902,Colosseum
set,amazing,POS,3902,Colosseum
set,amazing,POS,3912,Colosseum
roman amphitheatre,amazing,POS,3913,Colosseum
build,amazing,POS,3915,Colosseum
set,amazing,POS,3917,Colosseum
build,amazing,POS,3917,Colosseum
st lego,amazing,POS,3944,Colosseum
looks,amazing,POS,3945,Colosseum
sets,amazing,POS,3947,Colosseum
built,amazing,POS,3949,Colosseum
set,amazing,POS,3949,Colosseum
detail,amazing,POS,3961,Colosseum
display model,amazing,POS,3966,Colosseum
set,amazing,POS,3979,Camp Nou – FC Barcelona
sets,amazing,POS,3979,Camp Nou – FC Barcelona
quiet time,amazing,POS,3982,Camp Nou – FC Barcelona
set design,amazing,POS,4009,Old Trafford - Manchester United
detail,amazing,POS,4012,Old Trafford - Manchester United
set,amazing,POS,4012,Old Trafford - Manchester United
lego set,amazing,POS,4024,Old Trafford - Manchester United
set,amazing,POS,4036,Old Trafford - Manchester United
detail,amazing,POS,4055,Old Trafford - Manchester United
details,amazing,POS,4061,Assembly Square
dentist office,amazing,POS,4061,Assembly Square
set,amazing,POS,4067,Assembly Square
detail,amazing,POS,4074,Assembly Square
detail,amazing,POS,4074,Assembly Square
set,amazing,POS,4084,Assembly Square
display,amazing,POS,4084,Assembly Square
display,amazing,POS,4098,Assembly Square
building,amazing,POS,4099,Assembly Square
roof,amazing,POS,4100,Assembly Square
detail,amazing,POS,4109,Assembly Square
value pieces,amazing,POS,4113,Assembly Square
building,amazing,POS,4118,Assembly Square
thought,amazing,POS,4143,Assembly Square
features,amazing,POS,4143,Assembly Square
set,amazing,POS,4155,Assembly Square
assembly square,amazing,POS,4157,Assembly Square
roleplay options,amazing,POS,4157,Assembly Square
detail,amazing,POS,4166,Assembly Square
detail,amazing,POS,4171,Assembly Square
detail,amazing,POS,4181,Assembly Square
set,amazing,POS,4190,Assembly Square
scale,amazing,POS,4199,Assembly Square
set,amazing,POS,4201,Assembly Square
architectural inventiveness,amazing,POS,4212,Assembly Square
set,amazing,POS,4218,Assembly Square
price,amazing,POS,4218,Assembly Square
detail,amazing,POS,4219,Assembly Square
set,amazing,POS,4222,Assembly Square
set,amazing,POS,4224,Assembly Square
cafe,amazing,POS,4224,Assembly Square
details,amazing,POS,4225,Assembly Square
set,amazing,POS,4235,Assembly Square
roof design,amazing,POS,4235,Assembly Square
tile work,amazing,POS,4235,Assembly Square
fountain,amazing,POS,4235,Assembly Square
set,amazing,POS,4241,Assembly Square
detail,amazing,POS,4241,Assembly Square
set,amazing,POS,4249,Assembly Square
detail,amazing,POS,4249,Assembly Square
detail,amazing,POS,4252,Assembly Square
build,amazing,POS,4253,Assembly Square
set,amazing,POS,4257,Assembly Square
build,amazing,POS,4284,Assembly Square
modular set,amazing,POS,4295,Assembly Square
lego set,amazing,POS,4305,Assembly Square
modular,amazing,POS,4307,Assembly Square
set,amazing,POS,4309,Assembly Square
color coding,amazing,POS,4310,Haunted House
hidden relics,amazing,POS,4337,Haunted House
easter eggs,amazing,POS,4337,Haunted House
organ,amazing,POS,4343,Haunted House
set,amazing,POS,4354,Haunted House
set,amazing,POS,4358,Haunted House
lego set,amazing,POS,4364,Haunted House
haunted house,amazing,POS,4365,Haunted House
halloween themed fairground,amazing,POS,4365,Haunted House
classic rides,amazing,POS,4366,Haunted House
rides,amazing,POS,4366,Haunted House
stickers,amazing,POS,4381,Haunted House
display,amazing,POS,4384,Haunted House
size scale,amazing,POS,4391,Haunted House
height,amazing,POS,4414,Haunted House
set,amazing,POS,4414,Haunted House
pieces,amazing,POS,4414,Haunted House
shingled room,amazing,POS,4414,Haunted House
play,amazing,POS,4432,Haunted House
set,amazing,POS,4433,Haunted House
mini figures,amazing,POS,4433,Haunted House
build,amazing,POS,4459,Haunted House
easter eggs,amazing,POS,4459,Haunted House
set,amazing,POS,4463,Haunted House
lego ideas tree house,amazing,POS,4464,Haunted House
organ,amazing,POS,4464,Haunted House
storyline,amazing,POS,4474,Boutique Hotel
lego set,amazing,POS,4475,Boutique Hotel
building angles,amazing,POS,4499,Boutique Hotel
build,amazing,POS,4502,Boutique Hotel
build,amazing,POS,4518,Boutique Hotel
art studio,amazing,POS,4531,Boutique Hotel
process,amazing,POS,4574,Ghostbusters™ ECTO-1
process,amazing,POS,4574,Ghostbusters™ ECTO-1
piece,amazing,POS,4586,Ghostbusters™ ECTO-1
build,amazing,POS,4597,Ghostbusters™ ECTO-1
end build,amazing,POS,4618,Ghostbusters™ ECTO-1
set,amazing,POS,4645,Ghostbusters™ ECTO-1
looking,amazing,POS,4652,Ghostbusters™ ECTO-1
build,amazing,POS,4654,Ghostbusters™ ECTO-1
detail,amazing,POS,4658,Ghostbusters™ ECTO-1
functionality,amazing,POS,4658,Ghostbusters™ ECTO-1
details,amazing,POS,4682,Ghostbusters™ ECTO-1
inside and outside detail,amazing,POS,4689,Ghostbusters™ ECTO-1
outside detail,amazing,POS,4689,Ghostbusters™ ECTO-1
car,amazing,POS,4699,Ghostbusters™ ECTO-1
set,amazing,POS,4701,Ghostbusters™ ECTO-1
set,amazing,POS,4702,Ghostbusters™ ECTO-1
build detail,amazing,POS,4711,NASA Space Shuttle Discovery
hubble telescope,amazing,POS,4712,NASA Space Shuttle Discovery
canadarm,amazing,POS,4713,NASA Space Shuttle Discovery
hubble,amazing,POS,4713,NASA Space Shuttle Discovery
build,amazing,POS,4726,NASA Space Shuttle Discovery
set,amazing,POS,4731,NASA Space Shuttle Discovery
analog mechanical surprises,amazing,POS,4735,NASA Space Shuttle Discovery
design,amazing,POS,4735,NASA Space Shuttle Discovery
design,amazing,POS,4735,NASA Space Shuttle Discovery
design,amazing,POS,4738,NASA Space Shuttle Discovery
set,amazing,POS,4741,NASA Space Shuttle Discovery
build,amazing,POS,4741,NASA Space Shuttle Discovery
techniques,amazing,POS,4743,NASA Space Shuttle Discovery
set,amazing,POS,4748,NASA Space Shuttle Discovery
iss,amazing,POS,4748,NASA Space Shuttle Discovery
lunar lander,amazing,POS,4748,NASA Space Shuttle Discovery
saturn v,amazing,POS,4748,NASA Space Shuttle Discovery
silver,amazing,POS,4750,NASA Space Shuttle Discovery
set,amazing,POS,4757,NASA Space Shuttle Discovery
hubble space telescope,amazing,POS,4757,NASA Space Shuttle Discovery
hubble,amazing,POS,4757,NASA Space Shuttle Discovery
cargo bay,amazing,POS,4757,NASA Space Shuttle Discovery
mirrored stickers,amazing,POS,4757,NASA Space Shuttle Discovery
size of the kit,amazing,POS,4761,NASA Space Shuttle Discovery
kit,amazing,POS,4761,NASA Space Shuttle Discovery
set,amazing,POS,4765,NASA Space Shuttle Discovery
detail,amazing,POS,4766,NASA Space Shuttle Discovery
set,amazing,POS,4789,NASA Space Shuttle Discovery
features,amazing,POS,4794,NASA Space Shuttle Discovery
set,amazing,POS,4797,NASA Space Shuttle Discovery
display,amazing,POS,4814,NASA Space Shuttle Discovery
display piece,amazing,POS,4814,NASA Space Shuttle Discovery
set,amazing,POS,4815,NASA Space Shuttle Discovery
set,amazing,POS,4825,NASA Space Shuttle Discovery
stickers,amazing,POS,4831,NASA Space Shuttle Discovery
space shuttle,amazing,POS,4833,NASA Space Shuttle Discovery
looks,amazing,POS,4835,NASA Space Shuttle Discovery
detail,amazing,POS,4837,NASA Space Shuttle Discovery
looks,amazing,POS,4841,NASA Space Shuttle Discovery
sets,amazing,POS,4845,NASA Space Shuttle Discovery
space shuttle,amazing,POS,4846,NASA Space Shuttle Discovery
payload bay,amazing,POS,4865,NASA Space Shuttle Discovery
hubble telescope,amazing,POS,4865,NASA Space Shuttle Discovery
hubble,amazing,POS,4869,NASA Space Shuttle Discovery
shuttle,amazing,POS,4869,NASA Space Shuttle Discovery
space shuttle,amazing,POS,4875,NASA Space Shuttle Discovery
build quality,amazing,POS,4878,NASA Space Shuttle Discovery
detail,amazing,POS,4878,NASA Space Shuttle Discovery
set,amazing,POS,4905,NASA Space Shuttle Discovery
toilet build,amazing,POS,4935,Police Station
set,amazing,POS,4936,Police Station
price,amazing,POS,4947,Police Station
build,amazing,POS,4955,Police Station
build great,amazing,POS,4955,Police Station
exterior,amazing,POS,4957,Police Station
build experience,amazing,POS,4963,Police Station
architecture,amazing,POS,4972,Police Station
features,amazing,POS,5026,Police Station
set,amazing,POS,5027,Police Station
details,amazing,POS,5052,Police Station
feels,amazing,POS,5141,Bookshop
set,amazing,POS,5152,Bookshop
town house,amazing,POS,5155,Bookshop
experience,amazing,POS,5158,Bookshop
detail,amazing,POS,5172,Bookshop
price,amazing,POS,5172,Bookshop
details,amazing,POS,5176,Bookshop
build,amazing,POS,5180,Bookshop
build,amazing,POS,5180,Bookshop
modular,amazing,POS,5186,Bookshop
detailing,amazing,POS,5190,Bookshop
roofs,amazing,POS,5190,Bookshop
hubble,amazing additions,POS,4713,NASA Space Shuttle Discovery
city build,amazing great,POS,94,Statue of Liberty
play,amazing great,POS,647,THE BATMAN - BATMOBILE™
quality,amazing great,POS,2238,Ice Cream Truck Police Chase
details,amazing love,POS,3366,Pirate Ship
display,amazing perfect,POS,222,New York City
works,amazingly,POS,2998,Brick Separator
works,amazingly,POS,3030,Brick Separator
set,amazingly,POS,4066,Assembly Square
set,amazingly detailed,POS,4066,Assembly Square
piano camera drumkit,amazingly detailed,POS,4107,Assembly Square
assembly square,amazingly detailed,POS,4162,Assembly Square
looks,amazingly realistic,POS,4735,NASA Space Shuttle Discovery
front door mechanism,amazingly rebuilt,POS,4651,Ghostbusters™ ECTO-1
base,amazingly supportive,POS,3833,Colosseum
sets,ambitious,NEG,159,The White House
set,ambitious,POS,506,1989 Batwing
mindset,ambitious,POS,2110,Police Patrol Boat
skylight,ample,POS,4071,Assembly Square
brain game,amusing,POS,1161,BOOST Creative Toolbox
pattern,an established,POS,5176,Bookshop
display,angled,NEG,1017,1989 Batmobile™
sides,angled,NEG,3380,Pirate Ship
cafe,angled,NEG,4265,Assembly Square
artwork,annoy,NEG,411,Trafalgar Square
clutch factor,annoyance,NEG,3213,Green Baseplate
times,annoyance,NEG,4069,Assembly Square
pieces,annoyed,NEG,2586,Road Plates
space shuttle,annoyed,NEG,4752,NASA Space Shuttle Discovery
space telescope,annoyed,NEG,4752,NASA Space Shuttle Discovery
steps,annoying,NEG,75,Statue of Liberty
steps,annoying,NEG,107,Taj Mahal
display,annoying,NEG,481,LEGO® DC Batman™ Batmobile™ Tumbler
bag,annoying,NEG,486,LEGO® DC Batman™ Batmobile™ Tumbler
assembly,annoying,NEG,607,Jim Lee Batman™ Collection
set,annoying,NEG,1152,BOOST Creative Toolbox
playability,annoying,NEG,1842,Wildlife Rescue Camp
lego trees,annoying,NEG,2157,Wildlife Rescue Off-Roader
flat pieces,annoying,NEG,3084,Brick Separator
teeth,annoying,NEG,3089,Brick Separator
plates,annoying,NEG,3108,Brick Separator
stickers,annoying,NEG,4017,Old Trafford - Manchester United
stickers,annoying,NEG,4040,Old Trafford - Manchester United
room,annoying,NEG,4116,Assembly Square
sound effects,annoying,NEG,4409,Haunted House
supply and demand issue,annoying,NEG,4464,Haunted House
building techniques,annoying,NEG,4472,Boutique Hotel
build,annoying,NEG,4785,NASA Space Shuttle Discovery
parts,annoying,NEG,4938,Police Station
advertising board,annoying,NEG,4959,Police Station
tooth marks,annoying ugly,NEG,3064,Brick Separator
play features,annoyingly,NEG,1133,1989 Batmobile™
lego set,another,NEU,3447,Ferris Wheel
glue,anti,NEG,513,1989 Batwing
build,anticipated,POS,308,Tokyo
gift,anticipated,POS,2832,LEGO® City Advent Calendar
size complexity,anxious,NEG,3940,Colosseum
release date,anxiously,NEG,1180,BOOST Creative Toolbox
police station,appeal,POS,5059,Police Station
set,appealing,POS,1933,Ocean Exploration Base
look of the set,appealing,POS,2107,Police Patrol Boat
set,appealing,POS,2107,Police Patrol Boat
set,appealing,POS,2873,Around the World
colors,appealing,POS,2894,LEGO® Medium Creative Brick Box
set,appealing,POS,3362,Pirate Ship
builds,appealing,POS,3685,Deep Sea Creatures
structure roofs,appealing,POS,4200,Assembly Square
set,appealing,POS,4200,Assembly Square
exterior,appealing,POS,4260,Assembly Square
lego set,appealing,POS,4475,Boutique Hotel
sets,appealing,POS,5004,Police Station
set,appealing,POS,5083,Bookshop
colors,appealing,POS,5089,Bookshop
element,appealing,POS,5173,Bookshop
ecto,appeals,POS,4635,Ghostbusters™ ECTO-1
design crew,applaud,POS,3,Statue of Liberty
layers,applies,NEU,4069,Assembly Square
re release,appreciate,POS,465,LEGO® DC Batman™ Batmobile™ Tumbler
cowl,appreciate,POS,711,Classic TV Series Batman™ Cowl
cesar romero joker,appreciate,POS,861,Batman™ Classic TV Series Batmobile™
pink umbrella,appreciate,POS,1262,"Harry, Hermione, Ron & Hagrid™"
control system,appreciate,POS,1668,Passenger Train
diversity,appreciate,POS,1983,School Day
minifigures,appreciate,POS,1983,School Day
handicap access,appreciate,POS,1983,School Day
details,appreciate,POS,2197,Fire Rescue & Police Chase
wheels,appreciate,POS,2954,LEGO® Creative Bricks
window,appreciate,POS,2954,LEGO® Creative Bricks
detail,appreciate,POS,3517,Majestic Tiger
nose,appreciate,POS,3517,Majestic Tiger
structure,appreciate,POS,3525,Surfer Beach House
online instructions,appreciate,POS,3691,Deep Sea Creatures
engineering,appreciate,POS,4393,Haunted House
thought,appreciate,POS,4443,Haunted House
color scheme,appreciate,POS,4472,Boutique Hotel
assembly instructions,appreciate,POS,4509,Boutique Hotel
details,appreciate,POS,4509,Boutique Hotel
retractable landing gears,appreciate,POS,4928,NASA Space Shuttle Discovery
exterior,appreciate,POS,5081,Bookshop
birch tree,appreciate,POS,5081,Bookshop
roof,appreciate,POS,5162,Bookshop
pumpkin patch,appreciate,POS,5162,Bookshop
modular buildings,appreciate,POS,5174,Bookshop
techniques,appreciated,POS,859,Batman™ Classic TV Series Batmobile™
build,appreciated,POS,1037,1989 Batmobile™
parts,appreciated,POS,1154,BOOST Creative Toolbox
controlling camera,appreciated,POS,1154,BOOST Creative Toolbox
figures,appreciated,POS,1810,Town Center
price drop,appreciated,POS,2122,Police Patrol Boat
realism,appreciated,POS,2281,Mobile Crane
set,appreciated,POS,2448,Stunt Competition
directions,appreciated,POS,2719,Demolition Stunt Bike
classic space logo,appreciated,POS,3789,Cyber Drone
bricks,appreciated,POS,4211,Assembly Square
minifigures,appreciated,POS,4645,Ghostbusters™ ECTO-1
batwing,appreciated,POS,4645,Ghostbusters™ ECTO-1
price,appreciated,POS,4645,Ghostbusters™ ECTO-1
rear fuselage,appreciated,POS,4791,NASA Space Shuttle Discovery
reflective stickers,appreciated,POS,4791,NASA Space Shuttle Discovery
payload bay doors,appreciated,POS,4791,NASA Space Shuttle Discovery
instructions,appreciated,POS,4927,NASA Space Shuttle Discovery
bruce timm s adaptation,appreciative,POS,931,1989 Batmobile™
size,appropriate,POS,126,Taj Mahal
scale,appropriate,POS,224,New York City
coading options,appropriate,POS,1153,BOOST Creative Toolbox
building portion of the set,appropriate,POS,1213,BOOST Creative Toolbox
four wheel drive car,appropriate,POS,2155,Wildlife Rescue Off-Roader
safari,appropriate,POS,2155,Wildlife Rescue Off-Roader
set,appropriate,POS,2155,Wildlife Rescue Off-Roader
lego sets,appropriate,POS,3982,Camp Nou – FC Barcelona
detective s office,appropriate,POS,4479,Boutique Hotel
squad car,appropriate,POS,5001,Police Station
light bricks,appropriately dark,POS,625,THE BATMAN - BATMOBILE™
batman vibe,appropriately dark,POS,625,THE BATMAN - BATMOBILE™
light bricks,appropriately dark,POS,641,THE BATMAN - BATMOBILE™
batman vibe,appropriately dark,POS,641,THE BATMAN - BATMOBILE™
price,approximate,POS,1294,"Gru, Stuart and Otto"
price,approximate,POS,1308,Budgie
price,approximate,POS,1320,Goldfish
price,approximate,POS,1349,Shorthair Cats
price,approximate,POS,1440,"Belle Bottom, Kevin and Bob"
price,approximate,POS,1442,The Mandalorian™ & the Child
price,approximate,POS,1509,German Shepherd
price,approximate,POS,1527,Frankenstein
price,approximate,POS,1592,Lucky Cat
price,approximate,POS,1926,Ocean Exploration Base
price,approximate,POS,2511,Ice-Cream Truck
price,approximate,POS,3668,Deep Sea Creatures
price,approximate,POS,3715,Mighty Dinosaurs
price,approximate,POS,4070,Assembly Square
price,approximate,POS,4314,Haunted House
price,approximate,POS,4935,Police Station
price,approximate,POS,5069,Bookshop
space,apt,POS,4108,Assembly Square
front,arbitrarily,NEG,1014,1989 Batmobile™
front,arbitrarily assembled,NEG,1014,1989 Batmobile™
windows,arched,NEG,4078,Assembly Square
sticker,arduous,NEG,1019,1989 Batmobile™
build,arduous,NEG,3841,Colosseum
side angles,aren t as great,NEG,238,New York City
aaa batteries,aren t cheap,NEG,1705,Passenger Train
paws,aren t especially prominent,NEG,1597,Lucky Cat
windows,aren t in the best,NEG,4610,Ghostbusters™ ECTO-1
